date,gold_price,usd_idr,inflation,interest_rate
1/1/2015,549000,12385,0.0696,0.0775
1/2/2015,545000,12542.5,0.0696,0.0775
1/3/2015,545000,12542.5,0.0696,0.0775
1/4/2015,545000,12542.5,0.0696,0.0775
1/5/2015,545000,12627.5,0.0696,0.0775
1/6/2015,550000,12657.5,0.0696,0.0775
1/7/2015,557000,12738.5,0.0696,0.0775
1/8/2015,558000,12680,0.0696,0.0775
1/9/2015,557000,12651.5,0.0696,0.0775
1/10/2015,557000,12651.5,0.0696,0.0775
1/11/2015,557000,12651.5,0.0696,0.0775
1/12/2015,563000,12597.5,0.0696,0.0775
1/13/2015,561000,12597.5,0.0696,0.0775
1/14/2015,563000,12613,0.0696,0.0775
1/15/2015,561000,12560,0.0696,0.0775
1/16/2015,573000,12587.5,0.0696,0.0775
1/17/2015,581000,12587.5,0.0696,0.0775
1/18/2015,581000,12587.5,0.0696,0.0775
1/19/2015,580000,12618.5,0.0696,0.0775
1/20/2015,580000,12584,0.0696,0.0775
1/21/2015,584000,12480,0.0696,0.0775
1/22/2015,582000,12487.5,0.0696,0.0775
1/23/2015,581000,12472.5,0.0696,0.0775
1/24/2015,580000,12472.5,0.0696,0.0775
1/25/2015,580000,12472.5,0.0696,0.0775
1/26/2015,579000,12510,0.0696,0.0775
1/27/2015,575000,12476.5,0.0696,0.0775
1/28/2015,580000,12486,0.0696,0.0775
1/29/2015,578000,12567.5,0.0696,0.0775
1/30/2015,570000,12667.5,0.0696,0.0775
1/31/2015,583000,12667.5,0.0696,0.0775
2/1/2015,583000,12667.5,0.0629,0.075
2/2/2015,581000,12685,0.0629,0.075
2/3/2015,578000,12654,0.0629,0.075
2/4/2015,574000,12625,0.0629,0.075
2/5/2015,577000,12632.5,0.0629,0.075
2/6/2015,576000,12614.5,0.0629,0.075
2/7/2015,563000,12614.5,0.0629,0.075
2/8/2015,563000,12614.5,0.0629,0.075
2/9/2015,565000,12647.5,0.0629,0.075
2/10/2015,566000,12672.5,0.0629,0.075
2/11/2015,563000,12715,0.0629,0.075
2/12/2015,563000,12792.5,0.0629,0.075
2/13/2015,566000,12787.5,0.0629,0.075
2/14/2015,566000,12787.5,0.0629,0.075
2/15/2015,566000,12787.5,0.0629,0.075
2/16/2015,567000,12752.5,0.0629,0.075
2/17/2015,567000,12769.5,0.0629,0.075
2/18/2015,564000,12842.5,0.0629,0.075
2/19/2015,564000,12842.5,0.0629,0.075
2/20/2015,564000,12812.5,0.0629,0.075
2/21/2015,561000,12812.5,0.0629,0.075
2/22/2015,561000,12812.5,0.0629,0.075
2/23/2015,564000,12834.5,0.0629,0.075
2/24/2015,563000,12897.5,0.0629,0.075
2/25/2015,564000,12873.5,0.0629,0.075
2/26/2015,565000,12837.5,0.0629,0.075
2/27/2015,566000,12925,0.0629,0.075
2/28/2015,567000,12925,0.0629,0.075
3/1/2015,567000,12925,0.0638,0.075
3/2/2015,567000,12970,0.0638,0.075
3/3/2015,569000,12965,0.0638,0.075
3/4/2015,568000,12982.5,0.0638,0.075
3/5/2015,568000,12990,0.0638,0.075
3/6/2015,568000,12980,0.0638,0.075
3/7/2015,568000,12980,0.0638,0.075
3/8/2015,568000,12980,0.0638,0.075
3/9/2015,564000,13050,0.0638,0.075
3/10/2015,564000,13091.5,0.0638,0.075
3/11/2015,563000,13190.5,0.0638,0.075
3/12/2015,563000,13182.5,0.0638,0.075
3/13/2015,563000,13195,0.0638,0.075
3/14/2015,563000,13195,0.0638,0.075
3/15/2015,563000,13195,0.0638,0.075
3/16/2015,562000,13242,0.0638,0.075
3/17/2015,562000,13167.5,0.0638,0.075
3/18/2015,561000,13170,0.0638,0.075
3/19/2015,562000,13035,0.0638,0.075
3/20/2015,562000,13116,0.0638,0.075
3/21/2015,562000,13116,0.0638,0.075
3/22/2015,562000,13116,0.0638,0.075
3/23/2015,563000,13019.5,0.0638,0.075
3/24/2015,564000,12905,0.0638,0.075
3/25/2015,563000,12986,0.0638,0.075
3/26/2015,563000,13019,0.0638,0.075
3/27/2015,569000,13065,0.0638,0.075
3/28/2015,568000,13065,0.0638,0.075
3/29/2015,568000,13065,0.0638,0.075
3/30/2015,568000,13075,0.0638,0.075
3/31/2015,566000,13075,0.0638,0.075
4/1/2015,565000,13042.5,0.0679,0.075
4/2/2015,570000,13002.5,0.0679,0.075
4/3/2015,570000,13002.5,0.0679,0.075
4/4/2015,568000,13002.5,0.0679,0.075
4/5/2015,568000,13002.5,0.0679,0.075
4/6/2015,574000,12958.5,0.0679,0.075
4/7/2015,572000,12985,0.0679,0.075
4/8/2015,571000,12955,0.0679,0.075
4/9/2015,570000,12898,0.0679,0.075
4/10/2015,568000,12915,0.0679,0.075
4/11/2015,568000,12915,0.0679,0.075
4/12/2015,568000,12915,0.0679,0.075
4/13/2015,570000,12985,0.0679,0.075
4/14/2015,568000,12980.5,0.0679,0.075
4/15/2015,567000,12900.5,0.0679,0.075
4/16/2015,570000,12856,0.0679,0.075
4/17/2015,570000,12850,0.0679,0.075
4/18/2015,567000,12850,0.0679,0.075
4/19/2015,567000,12850,0.0679,0.075
4/20/2015,567000,12890,0.0679,0.075
4/21/2015,566000,12957.5,0.0679,0.075
4/22/2015,568000,12900,0.0679,0.075
4/23/2015,565000,12955,0.0679,0.075
4/24/2015,567000,12919.5,0.0679,0.075
4/25/2015,563000,12919.5,0.0679,0.075
4/26/2015,563000,12919.5,0.0679,0.075
4/27/2015,565000,12980,0.0679,0.075
4/28/2015,569000,12980,0.0679,0.075
4/29/2015,574000,12940,0.0679,0.075
4/30/2015,571000,12962.5,0.0679,0.075
5/1/2015,571000,12962.5,0.0715,0.075
5/2/2015,562000,12962.5,0.0715,0.075
5/3/2015,562000,12962.5,0.0715,0.075
5/4/2015,565000,12980,0.0715,0.075
5/5/2015,567000,13047.5,0.0715,0.075
5/6/2015,568000,13035,0.0715,0.075
5/7/2015,569000,13145,0.0715,0.075
5/8/2015,567000,13127.5,0.0715,0.075
5/9/2015,567000,13127.5,0.0715,0.075
5/10/2015,567000,13127.5,0.0715,0.075
5/11/2015,571000,13155,0.0715,0.075
5/12/2015,567000,13198,0.0715,0.075
5/13/2015,567000,13137.5,0.0715,0.075
5/14/2015,581000,13137.5,0.0715,0.075
5/15/2015,579000,13091,0.0715,0.075
5/16/2015,582000,13091,0.0715,0.075
5/17/2015,582000,13091,0.0715,0.075
5/18/2015,578000,13137,0.0715,0.075
5/19/2015,579000,13115.5,0.0715,0.075
5/20/2015,577000,13175,0.0715,0.075
5/21/2015,577000,13129.5,0.0715,0.075
5/22/2015,575000,13155,0.0715,0.075
5/23/2015,575000,13155,0.0715,0.075
5/24/2015,575000,13155,0.0715,0.075
5/25/2015,573000,13186.5,0.0715,0.075
5/26/2015,575000,13210,0.0715,0.075
5/27/2015,570000,13202,0.0715,0.075
5/28/2015,572000,13221.5,0.0715,0.075
5/29/2015,571000,13224,0.0715,0.075
5/30/2015,570000,13224,0.0715,0.075
5/31/2015,570000,13224,0.0715,0.075
6/1/2015,573000,13222.5,0.0726,0.075
6/2/2015,573000,13222.5,0.0726,0.075
6/3/2015,574000,13221,0.0726,0.075
6/4/2015,571000,13282,0.0726,0.075
6/5/2015,570000,13275.5,0.0726,0.075
6/6/2015,570000,13275.5,0.0726,0.075
6/7/2015,570000,13275.5,0.0726,0.075
6/8/2015,569000,13379.5,0.0726,0.075
6/9/2015,571000,13302.5,0.0726,0.075
6/10/2015,573000,13312.5,0.0726,0.075
6/11/2015,575000,13320.5,0.0726,0.075
6/12/2015,573000,13332.5,0.0726,0.075
6/13/2015,574000,13332.5,0.0726,0.075
6/14/2015,574000,13332.5,0.0726,0.075
6/15/2015,574000,13335,0.0726,0.075
6/16/2015,575000,13353,0.0726,0.075
6/17/2015,574000,13367.5,0.0726,0.075
6/18/2015,576000,13305,0.0726,0.075
6/19/2015,580000,13331.5,0.0726,0.075
6/20/2015,578000,13331.5,0.0726,0.075
6/21/2015,578000,13331.5,0.0726,0.075
6/22/2015,579000,13310,0.0726,0.075
6/23/2015,575000,13255,0.0726,0.075
6/24/2015,572000,13303.5,0.0726,0.075
6/25/2015,571000,13327.5,0.0726,0.075
6/26/2015,572000,13310,0.0726,0.075
6/27/2015,569000,13310,0.0726,0.075
6/28/2015,569000,13310,0.0726,0.075
6/29/2015,575000,13345,0.0726,0.075
6/30/2015,574000,13332.5,0.0726,0.075
7/1/2015,572000,13326,0.0726,0.075
7/2/2015,570000,13337.5,0.0726,0.075
7/3/2015,569000,13320,0.0726,0.075
7/4/2015,567000,13320,0.0726,0.075
7/5/2015,567000,13320,0.0726,0.075
7/6/2015,570000,13349.5,0.0726,0.075
7/7/2015,570000,13327.5,0.0726,0.075
7/8/2015,570000,13345,0.0726,0.075
7/9/2015,570000,13336,0.0726,0.075
7/10/2015,571000,13313.5,0.0726,0.075
7/11/2015,573000,13313.5,0.0726,0.075
7/12/2015,573000,13313.5,0.0726,0.075
7/13/2015,571000,13300,0.0726,0.075
7/14/2015,570000,13335,0.0726,0.075
7/15/2015,570000,13344.5,0.0726,0.075
7/16/2015,570000,13344.5,0.0726,0.075
7/17/2015,570000,13344.5,0.0726,0.075
7/18/2015,570000,13344.5,0.0726,0.075
7/19/2015,570000,13344.5,0.0726,0.075
7/20/2015,570000,13344.5,0.0726,0.075
7/21/2015,570000,13344.5,0.0726,0.075
7/22/2015,567000,13377.5,0.0726,0.075
7/23/2015,567000,13422.5,0.0726,0.075
7/24/2015,567000,13445,0.0726,0.075
7/25/2015,567000,13445,0.0726,0.075
7/26/2015,567000,13445,0.0726,0.075
7/27/2015,567000,13459,0.0726,0.075
7/28/2015,567000,13462.5,0.0726,0.075
7/29/2015,567000,13456,0.0726,0.075
7/30/2015,567000,13467.5,0.0726,0.075
7/31/2015,567000,13527.5,0.0726,0.075
8/1/2015,567000,13527.5,0.0718,0.075
8/2/2015,567000,13527.5,0.0718,0.075
8/3/2015,567000,13500,0.0718,0.075
8/4/2015,567000,13485.5,0.0718,0.075
8/5/2015,567000,13514,0.0718,0.075
8/6/2015,567000,13541.5,0.0718,0.075
8/7/2015,566000,13539.5,0.0718,0.075
8/8/2015,567000,13539.5,0.0718,0.075
8/9/2015,567000,13539.5,0.0718,0.075
8/10/2015,566000,13549,0.0718,0.075
8/11/2015,566000,13600,0.0718,0.075
8/12/2015,567000,13785,0.0718,0.075
8/13/2015,568000,13745,0.0718,0.075
8/14/2015,567000,13787.5,0.0718,0.075
8/15/2015,567000,13787.5,0.0718,0.075
8/16/2015,567000,13787.5,0.0718,0.075
8/17/2015,567000,13787.5,0.0718,0.075
8/18/2015,567000,13818,0.0718,0.075
8/19/2015,568000,13842.5,0.0718,0.075
8/20/2015,572000,13870,0.0718,0.075
8/21/2015,580000,13942.5,0.0718,0.075
8/22/2015,586000,13942.5,0.0718,0.075
8/23/2015,580000,13942.5,0.0718,0.075
8/24/2015,583000,14047,0.0718,0.075
8/25/2015,584000,14065,0.0718,0.075
8/26/2015,583000,14122.5,0.0718,0.075
8/27/2015,578000,13992.5,0.0718,0.075
8/28/2015,578000,13982.5,0.0718,0.075
8/29/2015,574000,13982.5,0.0718,0.075
8/30/2015,574000,13982.5,0.0718,0.075
8/31/2015,577000,14050,0.0718,0.075
9/1/2015,578000,14097.5,0.0683,0.075
9/2/2015,580000,14130,0.0683,0.075
9/3/2015,580000,14169,0.0683,0.075
9/4/2015,578000,14165,0.0683,0.075
9/5/2015,578000,14165,0.0683,0.075
9/6/2015,578000,14165,0.0683,0.075
9/7/2015,577000,14247.5,0.0683,0.075
9/8/2015,579000,14280,0.0683,0.075
9/9/2015,581000,14261.5,0.0683,0.075
9/10/2015,576000,14332.5,0.0683,0.075
9/11/2015,580000,14330,0.0683,0.075
9/12/2015,578000,14330,0.0683,0.075
9/13/2015,578000,14330,0.0683,0.075
9/14/2015,577000,14347.5,0.0683,0.075
9/15/2015,579000,14407.5,0.0683,0.075
9/16/2015,579000,14455,0.0683,0.075
9/17/2015,585000,14457.5,0.0683,0.075
9/18/2015,590000,14375,0.0683,0.075
9/19/2015,591000,14375,0.0683,0.075
9/20/2015,591000,14375,0.0683,0.075
9/21/2015,593000,14455,0.0683,0.075
9/22/2015,591000,14497.5,0.0683,0.075
9/23/2015,589000,14647.5,0.0683,0.075
9/24/2015,589000,14647.5,0.0683,0.075
9/25/2015,606000,14685,0.0683,0.075
9/26/2015,604000,14685,0.0683,0.075
9/27/2015,604000,14685,0.0683,0.075
9/28/2015,606000,14697.5,0.0683,0.075
9/29/2015,601000,14682.5,0.0683,0.075
9/30/2015,600000,14650,0.0683,0.075
10/1/2015,596000,14670,0.0625,0.075
10/2/2015,594000,14642.5,0.0625,0.075
10/3/2015,600000,14642.5,0.0625,0.075
10/4/2015,600000,14642.5,0.0625,0.075
10/5/2015,601000,14495,0.0625,0.075
10/6/2015,597000,14245.5,0.0625,0.075
10/7/2015,597000,13825,0.0625,0.075
10/8/2015,592000,13867.5,0.0625,0.075
10/9/2015,587000,13420,0.0625,0.075
10/10/2015,572000,13420,0.0625,0.075
10/11/2015,572000,13420,0.0625,0.075
10/12/2015,576000,13405,0.0625,0.075
10/13/2015,577000,13619.5,0.0625,0.075
10/14/2015,577000,13619.5,0.0625,0.075
10/15/2015,588000,13455,0.0625,0.075
10/16/2015,583000,13530,0.0625,0.075
10/17/2015,581000,13530,0.0625,0.075
10/18/2015,581000,13530,0.0625,0.075
10/19/2015,586000,13531.5,0.0625,0.075
10/20/2015,583000,13645,0.0625,0.075
10/21/2015,585000,13717,0.0625,0.075
10/22/2015,583000,13657.5,0.0625,0.075
10/23/2015,580000,13635,0.0625,0.075
10/24/2015,578000,13635,0.0625,0.075
10/25/2015,578000,13635,0.0625,0.075
10/26/2015,578000,13645,0.0625,0.075
10/27/2015,579000,13622.5,0.0625,0.075
10/28/2015,579000,13477.5,0.0625,0.075
10/29/2015,578000,13635,0.0625,0.075
10/30/2015,572000,13687.5,0.0625,0.075
10/31/2015,573000,13687.5,0.0625,0.075
11/1/2015,573000,13687.5,0.0489,0.075
11/2/2015,572000,13667.5,0.0489,0.075
11/3/2015,571000,13555,0.0489,0.075
11/4/2015,570000,13555,0.0489,0.075
11/5/2015,570000,13565,0.0489,0.075
11/6/2015,570000,13560,0.0489,0.075
11/7/2015,570000,13560,0.0489,0.075
11/8/2015,570000,13560,0.0489,0.075
11/9/2015,570000,13647.5,0.0489,0.075
11/10/2015,570000,13609.5,0.0489,0.075
11/11/2015,570000,13602.5,0.0489,0.075
11/12/2015,570000,13602.5,0.0489,0.075
11/13/2015,569000,13665,0.0489,0.075
11/14/2015,569000,13665,0.0489,0.075
11/15/2015,569000,13665,0.0489,0.075
11/16/2015,569000,13727.5,0.0489,0.075
11/17/2015,569000,13747.5,0.0489,0.075
11/18/2015,569000,13799.5,0.0489,0.075
11/19/2015,569000,13777.5,0.0489,0.075
11/20/2015,569000,13655,0.0489,0.075
11/21/2015,568000,13655,0.0489,0.075
11/22/2015,569000,13655,0.0489,0.075
11/23/2015,569000,13723,0.0489,0.075
11/24/2015,568000,13707.5,0.0489,0.075
11/25/2015,568000,13687.5,0.0489,0.075
11/26/2015,567000,13728.5,0.0489,0.075
11/27/2015,568000,13780,0.0489,0.075
11/28/2015,567000,13780,0.0489,0.075
11/29/2015,567000,13780,0.0489,0.075
11/30/2015,566000,13835,0.0489,0.075
12/1/2015,567000,13782.5,0.0335,0.075
12/2/2015,567000,13797.5,0.0335,0.075
12/3/2015,566000,13843.5,0.0335,0.075
12/4/2015,567000,13832,0.0335,0.075
12/5/2015,566000,13832,0.0335,0.075
12/6/2015,566000,13832,0.0335,0.075
12/7/2015,568000,13842.5,0.0335,0.075
12/8/2015,567000,13872.5,0.0335,0.075
12/9/2015,567000,13872.5,0.0335,0.075
12/10/2015,567000,13935,0.0335,0.075
12/11/2015,568000,13947.5,0.0335,0.075
12/12/2015,568000,13947.5,0.0335,0.075
12/13/2015,568000,13947.5,0.0335,0.075
12/14/2015,568000,14077.5,0.0335,0.075
12/15/2015,567000,14056.5,0.0335,0.075
12/16/2015,567000,14069.5,0.0335,0.075
12/17/2015,567000,14006.5,0.0335,0.075
12/18/2015,566000,13917.5,0.0335,0.075
12/19/2015,566000,13917.5,0.0335,0.075
12/20/2015,566000,13917.5,0.0335,0.075
12/21/2015,567000,13772.5,0.0335,0.075
12/22/2015,567000,13675,0.0335,0.075
12/23/2015,565000,13642.5,0.0335,0.075
12/24/2015,565000,13642.5,0.0335,0.075
12/25/2015,565000,13642.5,0.0335,0.075
12/26/2015,565000,13642.5,0.0335,0.075
12/27/2015,565000,13642.5,0.0335,0.075
12/28/2015,565000,13650,0.0335,0.075
12/29/2015,565000,13745,0.0335,0.075
12/30/2015,565000,13782.5,0.0335,0.075
12/31/2015,565000,13787.5,0.0335,0.075
1/1/2016,565000,13787.5,0.0414,0.0725
1/2/2016,565000,13787.5,0.0414,0.0725
1/3/2016,565000,13787.5,0.0414,0.0725
1/4/2016,565000,13915,0.0414,0.0725
1/5/2016,566000,13862.5,0.0414,0.0725
1/6/2016,566000,13947.5,0.0414,0.0725
1/7/2016,567000,13927.5,0.0414,0.0725
1/8/2016,569000,13922.5,0.0414,0.0725
1/9/2016,568000,13922.5,0.0414,0.0725
1/10/2016,568000,13922.5,0.0414,0.0725
1/11/2016,568000,13875,0.0414,0.0725
1/12/2016,567000,13910,0.0414,0.0725
1/13/2016,565000,13827.5,0.0414,0.0725
1/14/2016,566000,13910,0.0414,0.0725
1/15/2016,563000,13894.5,0.0414,0.0725
1/16/2016,562000,13894.5,0.0414,0.0725
1/17/2016,562000,13894.5,0.0414,0.0725
1/18/2016,565000,13932.5,0.0414,0.0725
1/19/2016,565000,13880,0.0414,0.0725
1/20/2016,565000,13960,0.0414,0.0725
1/21/2016,567000,13910,0.0414,0.0725
1/22/2016,567000,13850,0.0414,0.0725
1/23/2016,565000,13850,0.0414,0.0725
1/24/2016,565000,13850,0.0414,0.0725
1/25/2016,564000,13872.5,0.0414,0.0725
1/26/2016,567000,13900,0.0414,0.0725
1/27/2016,572000,13878.5,0.0414,0.0725
1/28/2016,573000,13874.5,0.0414,0.0725
1/29/2016,570000,13775,0.0414,0.0725
1/30/2016,568000,13775,0.0414,0.0725
1/31/2016,568000,13775,0.0414,0.0725
2/1/2016,568000,13637.5,0.0442,0.07
2/2/2016,567000,13687.5,0.0442,0.07
2/3/2016,566000,13765,0.0442,0.07
2/4/2016,570000,13637.5,0.0442,0.07
2/5/2016,572000,13625,0.0442,0.07
2/6/2016,578000,13625,0.0442,0.07
2/7/2016,578000,13625,0.0442,0.07
2/8/2016,578000,13625,0.0442,0.07
2/9/2016,584000,13605,0.0442,0.07
2/10/2016,582000,13462.5,0.0442,0.07
2/11/2016,581000,13462.5,0.0442,0.07
2/12/2016,593000,13490,0.0442,0.07
2/13/2016,595000,13490,0.0442,0.07
2/14/2016,595000,13490,0.0442,0.07
2/15/2016,594000,13375,0.0442,0.07
2/16/2016,586000,13400,0.0442,0.07
2/17/2016,580000,13510,0.0442,0.07
2/18/2016,583000,13495,0.0442,0.07
2/19/2016,593000,13495,0.0442,0.07
2/20/2016,595000,13495,0.0442,0.07
2/21/2016,595000,13495,0.0442,0.07
2/22/2016,594000,13437.5,0.0442,0.07
2/23/2016,583000,13425,0.0442,0.07
2/24/2016,587000,13412.5,0.0442,0.07
2/25/2016,587000,13410.5,0.0442,0.07
2/26/2016,591000,13370,0.0442,0.07
2/27/2016,584000,13370,0.0442,0.07
2/28/2016,584000,13370,0.0442,0.07
2/29/2016,584000,13372,0.0442,0.07
3/1/2016,593000,13350,0.0445,0.0675
3/2/2016,588000,13290,0.0445,0.0675
3/3/2016,590000,13235,0.0445,0.0675
3/4/2016,594000,13135,0.0445,0.0675
3/5/2016,591000,13135,0.0445,0.0675
3/6/2016,591000,13135,0.0445,0.0675
3/7/2016,593000,13090,0.0445,0.0675
3/8/2016,590000,13143,0.0445,0.0675
3/9/2016,591000,13143,0.0445,0.0675
3/10/2016,588000,13072.5,0.0445,0.0675
3/11/2016,595000,13070,0.0445,0.0675
3/12/2016,586000,13070,0.0445,0.0675
3/13/2016,586000,13070,0.0445,0.0675
3/14/2016,585000,13060,0.0445,0.0675
3/15/2016,580000,13177.5,0.0445,0.0675
3/16/2016,579000,13267.5,0.0445,0.0675
3/17/2016,593000,13095,0.0445,0.0675
3/18/2016,591000,13117.5,0.0445,0.0675
3/19/2016,591000,13117.5,0.0445,0.0675
3/20/2016,591000,13117.5,0.0445,0.0675
3/21/2016,587000,13135,0.0445,0.0675
3/22/2016,585000,13180,0.0445,0.0675
3/23/2016,587000,13177.5,0.0445,0.0675
3/24/2016,578000,13252.5,0.0445,0.0675
3/25/2016,578000,13252.5,0.0445,0.0675
3/26/2016,579000,13252.5,0.0445,0.0675
3/27/2016,579000,13252.5,0.0445,0.0675
3/28/2016,580000,13367.5,0.0445,0.0675
3/29/2016,583000,13397.5,0.0445,0.0675
3/30/2016,592000,13267.5,0.0445,0.0675
3/31/2016,583000,13260,0.0445,0.0675
4/1/2016,584000,13160,0.036,0.0675
4/2/2016,580000,13160,0.036,0.0675
4/3/2016,580000,13160,0.036,0.0675
4/4/2016,582000,13166.5,0.036,0.0675
4/5/2016,579000,13219,0.036,0.0675
4/6/2016,586000,13222.5,0.036,0.0675
4/7/2016,584000,13160,0.036,0.0675
4/8/2016,589000,13142.5,0.036,0.0675
4/9/2016,586000,13142.5,0.036,0.0675
4/10/2016,586000,13142.5,0.036,0.0675
4/11/2016,589000,13127.5,0.036,0.0675
4/12/2016,594000,13113.5,0.036,0.0675
4/13/2016,592000,13160,0.036,0.0675
4/14/2016,588000,13177.5,0.036,0.0675
4/15/2016,585000,13175,0.036,0.0675
4/16/2016,585000,13175,0.036,0.0675
4/17/2016,585000,13175,0.036,0.0675
4/18/2016,586000,13175,0.036,0.0675
4/19/2016,586000,13147.5,0.036,0.0675
4/20/2016,592000,13141,0.036,0.0675
4/21/2016,587000,13157.5,0.036,0.055
4/22/2016,590000,13197.5,0.036,0.055
4/23/2016,587000,13197.5,0.036,0.055
4/24/2016,587000,13197.5,0.036,0.055
4/25/2016,585000,13197.5,0.036,0.055
4/26/2016,586000,13200,0.036,0.055
4/27/2016,589000,13194.5,0.036,0.055
4/28/2016,591000,13186.5,0.036,0.055
4/29/2016,598000,13185,0.036,0.055
4/30/2016,608000,13185,0.036,0.055
5/1/2016,608000,13185,0.0333,0.055
5/2/2016,608000,13180,0.0333,0.055
5/3/2016,606000,13194.5,0.0333,0.055
5/4/2016,605000,13241.5,0.0333,0.055
5/5/2016,605000,13241.5,0.0333,0.055
5/6/2016,605000,13241.5,0.0333,0.055
5/7/2016,603000,13241.5,0.0333,0.055
5/8/2016,603000,13241.5,0.0333,0.055
5/9/2016,607000,13290,0.0333,0.055
5/10/2016,603000,13287.5,0.0333,0.055
5/11/2016,602000,13305,0.0333,0.055
5/12/2016,606000,13297.5,0.0333,0.055
5/13/2016,602000,13317.5,0.0333,0.055
5/14/2016,605000,13317.5,0.0333,0.055
5/15/2016,605000,13317.5,0.0333,0.055
5/16/2016,606000,13302.5,0.0333,0.055
5/17/2016,606000,13298.5,0.0333,0.055
5/18/2016,607000,13389,0.0333,0.055
5/19/2016,604000,13555,0.0333,0.055
5/20/2016,608000,13607.5,0.0333,0.055
5/21/2016,608000,13607.5,0.0333,0.055
5/22/2016,608000,13607.5,0.0333,0.055
5/23/2016,606000,13582.5,0.0333,0.055
5/24/2016,606000,13690,0.0333,0.055
5/25/2016,601000,13655,0.0333,0.055
5/26/2016,600000,13603.5,0.0333,0.055
5/27/2016,599000,13583,0.0333,0.055
5/28/2016,599000,13583,0.0333,0.055
5/29/2016,599000,13583,0.0333,0.055
5/30/2016,595000,13645,0.0333,0.055
5/31/2016,597000,13660,0.0333,0.055
6/1/2016,598000,13660,0.0345,0.055
6/2/2016,598000,13647.5,0.0345,0.055
6/3/2016,597000,13591.5,0.0345,0.055
6/4/2016,605000,13591.5,0.0345,0.055
6/5/2016,605000,13591.5,0.0345,0.055
6/6/2016,606000,13377.5,0.0345,0.055
6/7/2016,603000,13270,0.0345,0.055
6/8/2016,598000,13265,0.0345,0.055
6/9/2016,602000,13265,0.0345,0.055
6/10/2016,602000,13297.5,0.0345,0.055
6/11/2016,608000,13297.5,0.0345,0.055
6/12/2016,608000,13297.5,0.0345,0.055
6/13/2016,609000,13278.5,0.0345,0.055
6/14/2016,612000,13365,0.0345,0.055
6/15/2016,614000,13372.5,0.0345,0.055
6/16/2016,616000,13367.5,0.0345,0.0525
6/17/2016,610000,13337.5,0.0345,0.0525
6/18/2016,621000,13337.5,0.0345,0.0525
6/19/2016,621000,13337.5,0.0345,0.0525
6/20/2016,614000,13265,0.0345,0.0525
6/21/2016,610000,13262.5,0.0345,0.0525
6/22/2016,603000,13284,0.0345,0.0525
6/23/2016,602000,13257.5,0.0345,0.0525
6/24/2016,601000,13380,0.0345,0.0525
6/25/2016,628000,13380,0.0345,0.0525
6/26/2016,628000,13380,0.0345,0.0525
6/27/2016,630000,13340,0.0345,0.0525
6/28/2016,628000,13177.5,0.0345,0.0525
6/29/2016,620000,13161.5,0.0345,0.0525
6/30/2016,616000,13212.5,0.0345,0.0525
7/1/2016,619000,13140,0.0321,0.0525
7/2/2016,619000,13140,0.0321,0.0525
7/3/2016,619000,13140,0.0321,0.0525
7/4/2016,619000,13127.5,0.0321,0.0525
7/5/2016,619000,13127.5,0.0321,0.0525
7/6/2016,619000,13127.5,0.0321,0.0525
7/7/2016,619000,13127.5,0.0321,0.0525
7/8/2016,619000,13127.5,0.0321,0.0525
7/9/2016,619000,13127.5,0.0321,0.0525
7/10/2016,619000,13127.5,0.0321,0.0525
7/11/2016,638000,13090,0.0321,0.0525
7/12/2016,632000,13120,0.0321,0.0525
7/13/2016,622000,13095,0.0321,0.0525
7/14/2016,627000,13082.5,0.0321,0.0525
7/15/2016,621000,13091.5,0.0321,0.0525
7/16/2016,624000,13091.5,0.0321,0.0525
7/17/2016,624000,13091.5,0.0321,0.0525
7/18/2016,622000,13087.5,0.0321,0.0525
7/19/2016,621000,13089,0.0321,0.0525
7/20/2016,622000,13112.5,0.0321,0.0525
7/21/2016,617000,13100,0.0321,0.0525
7/22/2016,625000,13108.5,0.0321,0.0525
7/23/2016,620000,13108.5,0.0321,0.0525
7/24/2016,620000,13108.5,0.0321,0.0525
7/25/2016,620000,13140,0.0321,0.0525
7/26/2016,620000,13167.5,0.0321,0.0525
7/27/2016,621000,13140,0.0321,0.0525
7/28/2016,625000,13101,0.0321,0.0525
7/29/2016,625000,13098.5,0.0321,0.0525
7/30/2016,628000,13098.5,0.0321,0.0525
7/31/2016,628000,13098.5,0.0321,0.0525
8/1/2016,629000,13071,0.0279,0.0525
8/2/2016,631000,13097.5,0.0279,0.0525
8/3/2016,635000,13125,0.0279,0.0525
8/4/2016,634000,13137.5,0.0279,0.0525
8/5/2016,636000,13128.5,0.0279,0.0525
8/6/2016,626000,13128.5,0.0279,0.0525
8/7/2016,626000,13128.5,0.0279,0.0525
8/8/2016,626000,13130,0.0279,0.0525
8/9/2016,627000,13132.5,0.0279,0.0525
8/10/2016,629000,13113.5,0.0279,0.0525
8/11/2016,631000,13117,0.0279,0.0525
8/12/2016,628000,13121,0.0279,0.0525
8/13/2016,626000,13121,0.0279,0.0525
8/14/2016,626000,13121,0.0279,0.0525
8/15/2016,627000,13112.5,0.0279,0.0525
8/16/2016,629000,13096,0.0279,0.0525
8/17/2016,629000,13096,0.0279,0.0525
8/18/2016,632000,13116.5,0.0279,0.0525
8/19/2016,632000,13157.5,0.0279,0.0525
8/20/2016,629000,13157.5,0.0279,0.0525
8/21/2016,629000,13157.5,0.0279,0.0525
